firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,gsisPlayer.person,slug,gameTime
Tom,Brady,QB,12,STARTED,2019,32013030-2d30-3031-3935-39361b587621,00-0019596,BRA371156,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Benjamin,Watson,TE,84,STARTED,2019,32013030-2d30-3032-3239-3433af8a4c03,00-0022943,WAT311042,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Stephen,Gostkowski,K,03,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3433-3333989a5c75,00-0024333,GOS721266,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Matt,Slater,WR,18,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3632-393397ab94ad,00-0026293,SLA420538,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Michael,Bennett,DL,77D,STARTED,2019,32013030-2d30-3032-3636-313817d20fee,00-0026618,BEN384391,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Brian,Hoyer,QB,02,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3636-3235a601d8e5,00-0026625,HOY440791,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Patrick,Chung,SS,23,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3730-313065fdba37,00-0027010,CHU126772,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Jason,McCourty,CB,30,STARTED,2019,32013030-2d30-3032-3731-333685021492,00-0027136,MCC600480,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Julian,Edelman,WR,11,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3731-35304d0e9eb8,00-0027150,EDE425791,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Devin,McCourty,DB,32,STARTED,2019,32013030-2d30-3032-3736-343774326b34,00-0027647,MCC600258,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Demaryius,Thomas,WR,88,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3738-3734e1cdacfa,00-0027874,THO095855,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
James,Develin,DB,46,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3739-323596e7140b,00-0027925,DEV145356,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Lance,Kendricks,TE,81,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3739-3835275a91dc,00-0027985,KEN102780,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Marcus,Cannon,OL,61,STARTED,2019,32013030-2d30-3032-3830-37365e6973d7,00-0028076,CAN637002,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Lawrence,Guy,DL,93,STARTED,2019,32013030-2d30-3032-3831-373190daee9a,00-0028171,GUY230716,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Brandon,Bolden,RB,38,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3932-33396eead64f,00-0029239,BOL167697,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Stephon,Gilmore,DB,24,STARTED,2019,32013030-2d30-3032-3935-3432a0383d98,00-0029542,GIL801084,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Nate,Ebner,DB,43,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3935-373075c001cc,00-0029570,EBN177981,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Josh,Gordon,WR,10,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3936-3634dc2809b5,00-0029664,GOR190310,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Dont'a,Hightower,LB,54,STARTED,2019,32013030-2d30-3032-3936-363948af6ead,00-0029669,HIG766208,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Rex,Burkhead,RB,34,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3032-3838e1100f11,00-0030288,BUR268979,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Duron,Harmon,DB,21,STARTED,2019,32013030-2d30-3033-3033-3833a037e9e5,00-0030383,HAR195786,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Jamie,Collins,LB,08,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3034-3231ceb381de,00-0030421,COL607549,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
John,Simon,DE,55,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3034-34325804ef31,00-0030442,SIM369947,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
Mike,Pennel,DL,98,STARTED,2019,32013030-2d30-3033-3037-3537fc747f2e,00-0030757,PEN320554,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
James,Ferentz,OL,66,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3130-33391ed7d123,00-0031039,FER026916,New England Patriots,,panthers-at-patriots-2019-pre-3,2019-08-22T23:30:00.000Z
