firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,gsisPlayer.person,slug,gameTime
Ryan,Fitzpatrick,QB,14,STARTED,2019,32013030-2d30-3032-3336-3832b8755c76,00-0023682,FIT792915,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
J'Marcus,Webb,T,61,STARTED,2019,32013030-2d30-3032-3736-3039859c8a26,00-0027609,WEB210365,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Reshad,Jones,S,20,NOT_ACTIVE,2019,32013030-2d30-3032-3737-3632b3bb97d7,00-0027762,JON653665,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Daniel,Kilgore,C,67,NOT_ACTIVE,2019,32013030-2d30-3032-3831-303140db4648,00-0028101,KIL245064,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
John,Jenkins,DT,95,STARTED,2019,32013030-2d30-3033-3030-3730d205078d,00-0030070,JEN271683,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Deon,Lacey,LB,44,,2019,32013030-2d30-3033-3031-3937c79659a6,00-0030197,LAC107454,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Albert,Wilson,WR,15,STARTED,2019,32013030-2d30-3033-3036-3639cab4fa4f,00-0030669,WIL648299,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Allen,Hurns,WR,17,,2019,32013030-2d30-3033-3038-32317c4d97af,00-0030821,HUR436342,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Walt,Aikens,S,35,,2019,32013030-2d30-3033-3133-3037123e57e3,00-0031307,AIK288111,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
DeVante,Parker,WR,11,STARTED,2019,32013030-2d30-3033-3135-3437b94ee00a,00-0031547,PAR226609,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Eric,Rowe,CB,21,STARTED,2019,32013030-2d30-3033-3135-3535a43c182a,00-0031555,ROW332230,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Bobby,McCain,S,28,STARTED,2019,32013030-2d30-3033-3135-383797880c5e,00-0031587,MCC050868,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Chris,Reed,C/G,64,,2019,32013030-2d30-3033-3137-33346ff640bb,00-0031734,REE163330,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Jesse,Davis,G/T,77,STARTED,2019,32013030-2d30-3033-3138-3933495999f9,00-0031893,DAV456757,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Andrew,Donnal,T,78,,2019,32013030-2d30-3033-3232-34365bcd2c8b,00-0032246,DON467175,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Clive,Walford,TE,87,,2019,32013030-2d30-3033-3232-3536ad86f805,00-0032256,WAL062390,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Robert,Nkemdiche,DT,92,,2019,32013030-2d30-3033-3237-36318b817553,00-0032761,NKE415291,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Evan,Boehm,C/G,76,STARTED,2019,32013030-2d30-3033-3237-3737f47d5105,00-0032777,BOE217532,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Jakeem,Grant,WR,19,STARTED,2019,32013030-2d30-3033-3237-39318d01ca59,00-0032791,GRA443889,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Ken,Crawley,CB,32,,2019,32013030-2d30-3033-3238-3735ad31dea0,00-0032875,CRA805255,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Taybor,Pepper,LS,46,,2019,32013030-2d30-3033-3331-39396d0e189b,00-0033199,PEP418932,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Matt,Haack,P,02,,2019,32013030-2d30-3033-3334-3030df74b357,00-0033400,HAA081214,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Raekwon,McMillan,LB,52,STARTED,2019,32013030-2d30-3033-3334-3631a5793368,00-0033461,MCM506702,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Taco,Charlton,DE,96,,2019,32013030-2d30-3033-3335-34314efa9e82,00-0033541,CHA646504,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Avery,Moss,DE,93,NOT_ACTIVE,2019,32013030-2d30-3033-3335-373495904ebc,00-0033574,MOS522777,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Ryan,Lewis,CB,24,,2019,32013030-2d30-3033-3336-30382408ad45,00-0033608,LEW782760,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Jomal,Wiltz,CB,33,,2019,32013030-2d30-3033-3337-33348bb3862f,00-0033734,WIL830153,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Davon,Godchaux,DT,56,STARTED,2019,32013030-2d30-3033-3338-36308c42f2fa,00-0033860,GOD093943,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Charles,Harris,DE,90,STARTED,2019,32013030-2d30-3033-3338-3830349f816b,00-0033880,HAR348374,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Vince,Biegel,LB,47,,2019,32013030-2d30-3033-3339-3339d448d796,00-0033939,BIE328770,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Chris,Lammons,CB,30,,2019,32013030-2d30-3033-3431-34358bd3911f,00-0034145,LAM673498,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Josh,Rosen,QB,03,,2019,32013030-2d30-3033-3433-3433d2e30b97,00-0034343,ROS357433,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Trent,Harris,LB,97,,2019,32013030-2d30-3033-3435-38385d3aca2e,00-0034588,HAR549999,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Mark,Walton,RB,22,STARTED,2019,32013030-2d30-3033-3436-3739eb8424a8,00-0034679,WAL808914,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Steven,Parker,S,26,STARTED,2019,32013030-2d30-3033-3437-333625624736,00-0034736,PAR419471,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Jason,Sanders,K,07,,2019,32013030-2d30-3033-3437-39343b384fef,00-0034794,SAN342927,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Jerome,Baker,LB,55,STARTED,2019,32013030-2d30-3033-3437-393712602307,00-0034797,BAK235897,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Durham,Smythe,TE,81,,2019,32013030-2d30-3033-3437-3938a35b2cc9,00-0034798,SMY283236,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Kalen,Ballage,RB,27,,2019,32013030-2d30-3033-3437-3939d664c51d,00-0034799,BAL608677,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Mike,Gesicki,TE,88,STARTED,2019,32013030-2d30-3033-3438-323951c99786,00-0034829,GES490798,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
Sam,Eguavoen,LB,49,STARTED,2019,32013030-2d30-3033-3439-3032eb62c90a,00-0034902,EGU444172,Miami Dolphins,,jets-at-dolphins-2019-reg-9,2019-11-03T18:00:00.000Z
