firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,gsisPlayer.person,slug,gameTime
Drew,Stanton,QB,05,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3534-3330104af661,00-0025430,STA482517,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Britton,Colquitt,P,04,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3635-31361c4d7f0a,00-0026516,COL753921,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Morgan,Burnett,SS,42,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3736-373610c584f3,00-0027676,BUR426788,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Charley,Hughlett,LS,47,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3930-3038191b1b93,00-0029008,HUG732560,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Olivier,Vernon,DE,54,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3936-393349c3db48,00-0029693,VER613364,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Christopher,Hubbard,T,74,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3939-3633f9e311fc,00-0029963,HUB174074,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Ray-Ray,Armstrong,LB,52,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3030-35307a6d2528,00-0030050,ARM649391,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
J.C.,Tretter,C,64,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3033-3030-3736f297739d,00-0030076,TRE768289,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Eric,Kush,G,72,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3033-3030-39343a46bc23,00-0030094,KUS182145,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
Demetrius,Harris,TE,88,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3031-3535bd049f8c,00-0030155,HAR363756,Cleveland Browns,,lions-at-browns-2019-pre-4,2019-08-29T23:30:00.000Z
