firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,gsisPlayer.person,fullName,slug,gameTime
Ryan,Kalil,C,55,STARTED,2019,32013030-2d30-3032-3534-34363fb14b0e,00-0025446,KAL275632,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Steve,McLendon,DL,99,STARTED,2019,32013030-2d30-3032-3635-36347d3950f2,00-0026564,MCL589496,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Albert,McClellan,LB,47,STARTED,2019,32013030-2d30-3032-3735-3630a8f5b027,00-0027560,MCC379498,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Demaryius,Thomas,WR,18,STARTED,2019,32013030-2d30-3032-3738-3734e1cdacfa,00-0027874,THO095855,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Bilal,Powell,RB,29,NOT_ACTIVE,2019,32013030-2d30-3032-3830-36349cf1bce9,00-0028064,POW162772,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Tom,Compton,G,77,,2019,32013030-2d30-3032-3931-3434276838ca,00-0029144,COM663097,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Kelechi,Osemele,G,70,STARTED,2019,32013030-2d30-3032-3932-3539a23c5fe6,00-0029259,OSE406291,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Kelvin,Beachum,T,68,STARTED,2019,32013030-2d30-3032-3933-3136fead0e09,00-0029316,BEA111513,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Josh,Bellamy,WR,15,,2019,32013030-2d30-3032-3933-31395f15b3ef,00-0029319,BEL647328,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Trumaine,Johnson,CB,22,STARTED,2019,32013030-2d30-3032-3936-393067a694a7,00-0029690,JOH708747,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
Brian,Winters,G,67,STARTED,2019,32013030-2d30-3033-3030-3636f9831656,00-0030066,WIN742785,,New York Jets,browns-at-jets-2019-reg-2,2019-09-17T00:15:00.000Z
