firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,slug,gameTime
Chase,Daniel,QB,04,ACTIVE_DID_NOT_PLAY,2019,32013030-2d30-3032-3635-3434e5fd94ff,00-0026544,DAN230354,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Ted,Larsen,OL,62,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3736-30379155f710,00-0027607,LAR422272,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Sherrick,McManis,DB,27,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3737-3433a73d1b32,00-0027743,MCM219811,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Prince,Amukamara,DB,20,STARTED,2019,32013030-2d30-3032-3739-3537922975d1,00-0027957,AMU221488,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Buster,Skrine,DB,24,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3830-3735279b363b,00-0028075,SKR296636,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Patrick,Scales,LS,48,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3832-383485d61a86,00-0028284,SCA247669,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Bobby,Massie,OL,70,STARTED,2019,32013030-2d30-3032-3935-32387a3c09ae,00-0029528,MAS441786,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Danny,Trevathan,LB,59,STARTED,2019,32013030-2d30-3032-3935-373722890118,00-0029577,TRE789054,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Nicholas,Williams,DT,97,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3035-3030748e7a41,00-0030500,WIL456378,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Cordarrelle,Patterson,WR,84,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3035-37385ea3f72d,00-0030578,PAT387075,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Trey,Burton,TE,80,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3037-31306f2009da,00-0030710,BUR817654,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
Cornelius,Lucas,OL,73,STARTED,2019,32013030-2d30-3033-3037-3235295e76a7,00-0030725,LUC054659,Chicago Bears,lions-at-bears-2019-reg-10,2019-11-10T18:00:00.000Z
