firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,gsisPlayer.person,slug,gameTime
John,Denney,LS,92,,2019,32013030-2d30-3032-3331-3733d8d3cf5a,00-0023173,DEN261515,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Ryan,Fitzpatrick,QB,14,STARTED,2019,32013030-2d30-3032-3336-3832b8755c76,00-0023682,FIT792915,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Reshad,Jones,S,20,STARTED,2019,32013030-2d30-3032-3737-3632b3bb97d7,00-0027762,JON653665,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Daniel,Kilgore,C,67,STARTED,2019,32013030-2d30-3032-3831-303140db4648,00-0028101,KIL245064,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Dwayne,Allen,TE,89,,2019,32013030-2d30-3032-3936-3839b2db5387,00-0029689,ALL164177,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Jordan,Mills,T,79,STARTED,2019,32013030-2d30-3033-3030-3436998d8081,00-0030046,MIL706804,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Kenny,Stills,WR,10,STARTED,2019,32013030-2d30-3033-3030-383513d39aa7,00-0030085,STI417540,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Kiko,Alonso,LB,47,STARTED,2019,32013030-2d30-3033-3034-3031fbc833ac,00-0030401,ALO444955,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Akeem,Spence,DT,93,,2019,32013030-2d30-3033-3034-3032a90311e6,00-0030402,SPE410844,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Cornellius,Carradine,DE,95,STARTED,2019,32013030-2d30-3033-3034-35377d1a49a4,00-0030457,CAR445551,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Brice,Butler,WR,17,,2019,32013030-2d30-3033-3035-3136ffd39661,00-0030516,BUT116760,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
T.J.,McDonald,S,22,,2019,32013030-2d30-3033-3035-3330e2720e63,00-0030530,MCD574475,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Albert,Wilson,WR,15,STARTED,2019,32013030-2d30-3033-3036-3639cab4fa4f,00-0030669,WIL648299,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
Allen,Hurns,WR,86,,2019,32013030-2d30-3033-3038-32317c4d97af,00-0030821,HUR436342,Miami Dolphins,,falcons-at-dolphins-2019-pre-1,2019-08-08T23:30:00.000Z
