firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,gsisPlayer.person,fullName,slug,gameTime
Ryan,Kalil,C,55,,2019,32013030-2d30-3032-3534-34363fb14b0e,00-0025446,KAL275632,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Steve,McLendon,DL,99,STARTED,2019,32013030-2d30-3032-3635-36347d3950f2,00-0026564,MCL589496,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Demaryius,Thomas,WR,18,STARTED,2019,32013030-2d30-3032-3738-3734e1cdacfa,00-0027874,THO095855,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Bilal,Powell,RB,29,,2019,32013030-2d30-3032-3830-36349cf1bce9,00-0028064,POW162772,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Tom,Compton,G,77,,2019,32013030-2d30-3032-3931-3434276838ca,00-0029144,COM663097,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Kelvin,Beachum,T,68,,2019,32013030-2d30-3032-3933-3136fead0e09,00-0029316,BEA111513,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Paul,Worrilow,LB,52,,2019,32013030-2d30-3032-3937-393280996fad,00-0029792,WOR678863,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Brandon,Copeland,LB,51,STARTED,2019,32013030-2d30-3033-3030-31305af73086,00-0030010,COP276485,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Brian,Winters,G,67,STARTED,2019,32013030-2d30-3033-3030-3636f9831656,00-0030066,WIN742785,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Ryan,Griffin,TE,84,STARTED,2019,32013030-2d30-3033-3031-3038579b9acf,00-0030108,GRI293499,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Le'Veon,Bell,RB,26,STARTED,2019,32013030-2d30-3033-3034-3936441ea1c4,00-0030496,BEL474300,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Jonotthan,Harrison,OL,78,STARTED,2019,32013030-2d30-3033-3036-3439a2313407,00-0030649,HAR601814,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
David,Fales,QB,03,,2019,32013030-2d30-3033-3130-3736eaf4186c,00-0031076,FAL381917,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
C.J.,Mosley,LB,57,,2019,32013030-2d30-3033-3132-3936f09c64d2,00-0031296,MOS361252,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Darryl,Roberts,CB,27,STARTED,2019,32013030-2d30-3033-3136-32383c91768d,00-0031628,ROB127520,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Neville,Hewitt,LB,46,,2019,32013030-2d30-3033-3137-3430887fa114,00-0031740,HEW203041,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Jamison,Crowder,WR,82,STARTED,2019,32013030-2d30-3033-3139-3431d3ce4eea,00-0031941,CRO697273,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Daniel,Brown,TE,87,,2019,32013030-2d30-3033-3230-3938933f399f,00-0032098,BRO365389,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Ty,Montgomery,WR/RB,88,,2019,32013030-2d30-3033-3232-303072e6c160,00-0032200,MON677133,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Henry,Anderson,DL,96,STARTED,2019,32013030-2d30-3033-3232-3639203d33ee,00-0032269,AND287484,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
Alex,Lewis,OL,71,STARTED,2019,32013030-2d30-3033-3234-3037b0fdf508,00-0032407,LEW035528,,New York Jets,giants-at-jets-2019-reg-10,2019-11-10T18:00:00.000Z
